0,0,0,0,1,
0,1,0,0,1,
0,2,0,0,2,
0,4,0,0,1,
0,5,0,0,1,
0,6,0,0,4,
0,7,1,2,0,
0,8,0,0,2,
0,9,0,0,2,
0,10,0,0,1,
0,11,0,0,1,
0,13,0,0,1,
0,15,0,0,1,
0,16,0,0,2,
0,17,0,0,3,
0,18,0,1,2,
0,19,0,0,1,
0,20,0,0,0,
0,21,0,0,0,
0,22,0,0,0,
20,5,0,3,18,
20,25,0,4,16,
20,32,0,0,7,
20,35,0,2,13,
20,46,0,0,7,
20,48,0,2,14,
20,49,0,2,16,
20,55,0,3,11,
20,59,0,0,3,
20,63,0,0,6,
20,66,0,1,4,
20,68,0,1,2,
20,72,0,0,1,
20,74,0,1,1,
20,75,0,0,3,
20,76,0,0,2,
20,77,0,0,1,
20,78,0,0,0,
20,79,0,0,0,
20,80,0,0,0,
40,96,0,1,11,
40,101,0,1,7,
40,103,0,0,9,
40,109,0,1,3,
40,112,0,0,5,
40,113,0,2,8,
40,114,0,0,10,
40,117,0,2,8,
40,118,0,0,5,
40,121,0,2,6,
40,125,0,1,6,
40,128,0,0,3,
40,129,0,0,3,
40,130,0,1,4,
40,131,0,2,1,
40,133,0,1,2,
40,134,0,0,1,
40,135,0,0,0,
40,136,0,0,0,
40,137,0,0,0,
